drug_concept_id,outcome_concept_id,lrt_p,adj_p,group,sig_group,drug_concept,outcome_concept,SOC,Level_4_Des,Level_3_Des,Level_2_Des,Level_1_Des
750982,36311923,1.42E-33,6.51E-26,adult_children_senior_youth,children,bupropion,electrocardiogram qt prolonged,Investigations,$Centrally acting antiobesity products$Other antidepressants,"$ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS$ANTIDEPRESSANTS","$ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS$PSYCHOANALEPTICS",$ALIMENTARY TRACT AND METABOLISM$NERVOUS SYSTEM
1350504,35809207,1.50E-33,6.88E-26,adult_children_senior_youth,children_youth,etoposide,mucosal inflammation,General disorders and administration site conditions,Podophyllotoxin derivatives,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40241331,35809059,1.61E-33,7.39E-26,adult_children_senior_youth,children,rivaroxaban,death,General disorders and administration site conditions,Direct factor Xa inhibitors,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1305058,35104691,1.91E-33,8.78E-26,adult_children_senior_youth,children_youth,methotrexate,thrombocytopenia,Blood and lymphatic system disorders,$Other immunosuppressants$Folic acid analogues,$IMMUNOSUPPRESSANTS$ANTIMETABOLITES,$IMMUNOSUPPRESSANTS$ANTINEOPLASTIC AGENTS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1322184,35205168,2.27E-33,1.04E-25,adult_children_senior_youth,children,clopidogrel,coronary artery occlusion,Vascular disorders,Platelet aggregation inhibitors excl. heparin,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1332418,37019315,2.33E-33,1.07E-25,adult_children_senior_youth,youth,amlodipine,anuria,Renal and urinary disorders,"$Renin-inhibitors$HMG CoA reductase inhibitors, other combinations$ACE inhibitors and calcium channel blockers$ACE inhibitors and calcium channel blockers$Beta blocking agents and calcium channel blockers$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Beta blocking agents and calcium channel blockers$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Renin-inhibitors$HMG CoA reductase inhibitors, other combinations$Beta blocking agents and calcium channel blockers$Dihydropyridine derivatives$ACE inhibitors, other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Angiotensin II receptor blockers (ARBs), other combinations$Calcium channel blockers and diuretics$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Angiotensin II receptor blockers (ARBs), other combinations$ACE inhibitors, other combinations$HMG CoA reductase inhibitors, other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$HMG CoA reductase inhibitors, other combinations$Angiotensin II receptor blockers (ARBs), other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$HMG CoA reductase inhibitors, other combinations$ACE inhibitors and calcium channel blockers","$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS, COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS$ACE INHIBITORS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$CALCIUM CHANNEL BLOCKERS AND DIURETICS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ACE INHIBITORS, COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS",$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$BETA BLOCKING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$BETA BLOCKING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$BETA BLOCKING AGENTS$CALCIUM CHANNEL BLOCKERS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$CALCIUM CHANNEL BLOCKERS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
735979,36919230,3.17E-33,1.45E-25,adult_children_senior_youth,adult,risperidone,completed suicide,General disorders and administration site conditions,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1336926,36918949,3.36E-33,1.54E-25,adult_senior_youth,adult,tadalafil,depressed mood,Psychiatric disorders,$Drugs used in erectile dysfunction$Antihypertensives for pulmonary arterial hypertension,$UROLOGICALS$OTHER ANTIHYPERTENSIVES,$UROLOGICALS$ANTIHYPERTENSIVES,$GENITO URINARY SYSTEM AND SEX HORMONES$CARDIOVASCULAR SYSTEM
1154029,35204970,3.69E-33,1.69E-25,adult_children_senior_youth,youth,fentanyl,cardio-respiratory arrest,Cardiac disorders,$Opioid anesthetics$Phenylpiperidine derivatives$Opioid anesthetics,"$ANESTHETICS, GENERAL$OPIOIDS$ANESTHETICS, GENERAL",$ANESTHETICS$ANALGESICS$ANESTHETICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1154161,36718552,4.72E-33,2.17E-25,adult_children_senior_youth,children,montelukast,somnambulism,$Nervous system disorders$Psychiatric disorders,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
1361711,35205180,5.06E-33,2.32E-25,adult_senior_youth,adult,glyceryl trinitrate,acute myocardial infarction,Vascular disorders,0,0,0,0
1378382,35809120,5.66E-33,2.60E-25,adult_children_senior_youth,youth,paclitaxel,disease progression,General disorders and administration site conditions,Taxanes,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40228152,36211297,6.64E-33,3.05E-25,adult_children_senior,children,dabigatran etexilate,fall,"Injury, poisoning and procedural complications",Direct thrombin inhibitors,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
19010482,35607109,7.53E-33,3.46E-25,adult_children_senior_youth,senior,cyclosporine,eye discharge,Eye disorders,$Calcineurin inhibitors$Other ophthalmologicals,$IMMUNOSUPPRESSANTS$OTHER OPHTHALMOLOGICALS,$IMMUNOSUPPRESSANTS$OPHTHALMOLOGICALS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$SENSORY ORGANS
785788,36211496,8.99E-33,4.13E-25,adult_children_senior_youth,youth,olanzapine,overdose,"Injury, poisoning and procedural complications","Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
766814,35506609,9.21E-33,4.23E-25,adult_children_senior_youth,adult,quetiapine,diabetes mellitus,Endocrine disorders,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1336539,35708395,9.52E-33,4.37E-25,adult_children_senior_youth,adult,sunitinib,gastrointestinal stromal tumour,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Protein kinase inhibitors,OTHER ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1305058,36313176,9.59E-33,4.40E-25,adult_children_senior_youth,children_youth,methotrexate,platelet count decreased,Investigations,$Other immunosuppressants$Folic acid analogues,$IMMUNOSUPPRESSANTS$ANTIMETABOLITES,$IMMUNOSUPPRESSANTS$ANTINEOPLASTIC AGENTS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
735979,35506636,1.10E-32,5.06E-25,adult_children_senior_youth,adult_senior,risperidone,hypoglycaemia,Endocrine disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1503297,36416485,1.17E-32,5.37E-25,adult_children_senior_youth,youth,metformin,lactic acidosis,Metabolism and nutrition disorders,$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Biguanides$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs$Combinations of oral blood glucose lowering drugs,"$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS$BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES$DRUGS USED IN DIABETES,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM
1154161,36718551,1.19E-32,5.45E-25,adult_children_senior_youth,children,montelukast,sleep terror,$Nervous system disorders$Psychiatric disorders,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
984232,35708128,1.30E-32,5.95E-25,adult_children_senior_youth,adult,isotretinoin,irritable bowel syndrome,Psychiatric disorders,$Retinoids for topical use in acne$Retinoids for topical use in acne$Retinoids for treatment of acne,$ANTI-ACNE PREPARATIONS FOR TOPICAL USE$ANTI-ACNE PREPARATIONS FOR TOPICAL USE$ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,$ANTI-ACNE PREPARATIONS$ANTI-ACNE PREPARATIONS$ANTI-ACNE PREPARATIONS,$DERMATOLOGICALS$DERMATOLOGICALS$DERMATOLOGICALS
1124300,37019319,1.75E-32,8.01E-25,adult_children_senior_youth,children,diclofenac,renal failure acute,0,"$Antiinflammatory agents, non-steroids and antiinfectives in combination$Antiinflammatory agents, non-steroids$Acetic acid derivatives and related substances$Antiinflammatory preparations, non-steroids for topical use$Acetic acid derivatives and related substances$Other dermatologicals","$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$ANTIINFLAMMATORY AGENTS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS$OTHER DERMATOLOGICAL PREPARATIONS",$OPHTHALMOLOGICALS$OPHTHALMOLOGICALS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS$OTHER DERMATOLOGICAL PREPARATIONS,$SENSORY ORGANS$SENSORY ORGANS$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM$DERMATOLOGICALS
1154343,36919059,1.80E-32,8.26E-25,adult_children_senior_youth,children,albuterol,aggression,Psychiatric disorders,0,0,0,0
950637,36009897,1.89E-32,8.70E-25,adult_children_senior_youth,youth,tacrolimus,kidney transplant rejection,Renal and urinary disorders,"$Agents for dermatitis, excluding corticosteroids$Calcineurin inhibitors",$OTHER DERMATOLOGICAL PREPARATIONS$IMMUNOSUPPRESSANTS,$OTHER DERMATOLOGICAL PREPARATIONS$IMMUNOSUPPRESSANTS,$DERMATOLOGICALS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1125315,35909518,1.99E-32,9.13E-25,adult_children_senior_youth,children_youth,acetaminophen,hepatic failure,Hepatobiliary disorders,$Anilides$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OTHER ANALGESICS AND ANTIPYRETICS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1112807,35205181,2.39E-32,1.10E-24,adult_children_senior_youth,adult,aspirin,angina pectoris,Vascular disorders,0,0,0,0
735979,35809043,2.65E-32,1.21E-24,adult_children_senior_youth,youth,risperidone,neuroleptic malignant syndrome,General disorders and administration site conditions,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
705103,36919236,2.67E-32,1.23E-24,adult_children_senior_youth,youth,lamotrigine,suicide attempt,Psychiatric disorders,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
708298,35809170,2.76E-32,1.27E-24,adult_children_senior_youth,senior,midazolam,unevaluable event,General disorders and administration site conditions,Benzodiazepine derivatives,HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
904453,35708139,3.04E-32,1.40E-24,adult_children_senior_youth,adult_youth,esomeprazole,dyspepsia,Gastrointestinal disorders,$Combinations for eradication of Helicobacter pylori$Proton pump inhibitors$Propionic acid derivatives,"$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",$DRUGS FOR ACID RELATED DISORDERS$DRUGS FOR ACID RELATED DISORDERS$ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,$ALIMENTARY TRACT AND METABOLISM$ALIMENTARY TRACT AND METABOLISM$MUSCULO-SKELETAL SYSTEM
745466,36919098,3.09E-32,1.42E-24,adult_children_senior_youth,children,valproate,abnormal behaviour,Psychiatric disorders,0,0,0,0
1332418,37622529,3.14E-32,1.44E-24,adult_children_senior_youth,children,amlodipine,hypertension,Vascular disorders,"$Renin-inhibitors$HMG CoA reductase inhibitors, other combinations$ACE inhibitors and calcium channel blockers$ACE inhibitors and calcium channel blockers$Beta blocking agents and calcium channel blockers$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Beta blocking agents and calcium channel blockers$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Renin-inhibitors$HMG CoA reductase inhibitors, other combinations$Beta blocking agents and calcium channel blockers$Dihydropyridine derivatives$ACE inhibitors, other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Angiotensin II receptor blockers (ARBs), other combinations$Calcium channel blockers and diuretics$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$Angiotensin II receptor blockers (ARBs), other combinations$ACE inhibitors, other combinations$HMG CoA reductase inhibitors, other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$HMG CoA reductase inhibitors, other combinations$Angiotensin II receptor blockers (ARBs), other combinations$Angiotensin II receptor blockers (ARBs) and calcium channel blockers$HMG CoA reductase inhibitors, other combinations$ACE inhibitors and calcium channel blockers","$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS, COMBINATIONS$BETA BLOCKING AGENTS, OTHER COMBINATIONS$SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS$ACE INHIBITORS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$CALCIUM CHANNEL BLOCKERS AND DIURETICS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ACE INHIBITORS, COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS$LIPID MODIFYING AGENTS, COMBINATIONS$ACE INHIBITORS, COMBINATIONS",$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$BETA BLOCKING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$BETA BLOCKING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$BETA BLOCKING AGENTS$CALCIUM CHANNEL BLOCKERS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$CALCIUM CHANNEL BLOCKERS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM$LIPID MODIFYING AGENTS$AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
722031,35205064,3.35E-32,1.54E-24,adult_children_senior,children,paroxetine,aortic valve incompetence,Cardiac disorders,Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
40241331,35204953,3.57E-32,1.64E-24,adult_children_senior_youth,senior,rivaroxaban,atrial fibrillation,Cardiac disorders,Direct factor Xa inhibitors,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
1151789,36918858,3.96E-32,1.82E-24,adult_children_senior_youth,children_youth,etanercept,anxiety,Psychiatric disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
703244,35506601,3.96E-32,1.82E-24,adult_children_senior_youth,children,paliperidone,gynaecomastia,$Endocrine disorders$Reproductive system and breast disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
715233,36718112,4.18E-32,1.92E-24,adult_senior_youth,adult,baclofen,multiple sclerosis relapse,Nervous system disorders,Other centrally acting agents,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",MUSCLE RELAXANTS,MUSCULO-SKELETAL SYSTEM
40002705,36919230,4.50E-32,2.07E-24,adult_children_senior_youth,youth,acetaminophen / hydrocodone Oral Solution,completed suicide,General disorders and administration site conditions,0,0,0,0
