drug_concept_id,outcome_concept_id,drug_concept,outcome_concept,group,sig_group,lrt_p,adj_p
769935,35708208,sodium oxybate,vomiting,adult_children_senior_youth,children,1.23E-11,0.000566269
1308216,37019321,lisinopril,renal impairment,adult_children_senior_youth,children,1.25E-11,0.000573972
974166,36416581,hydrochlorothiazide,hypochloraemia,adult_children_senior,children,1.25E-11,0.000574708
732893,42889647,bupivacaine,toxicity to various agents,adult_children_senior_youth,children,1.26E-11,0.000580537
739138,43053904,sertraline,exposure during pregnancy,adult_children_youth,children,1.30E-11,0.00059838
1154343,36718552,albuterol,somnambulism,adult_children_senior_youth,children,1.35E-11,0.000619363
1346823,37622442,carvedilol,circulatory collapse,adult_children_senior_youth,children,1.38E-11,0.000635219
703244,36919046,paliperidone,emotional distress,adult_children_senior_youth,children,1.43E-11,0.000658285
1503297,35506494,metformin,diabetic ketoacidosis,adult_children_senior_youth,children,1.51E-11,0.000695085
1518254,35809054,dexamethasone,pyrexia,adult_children_senior_youth,children,1.52E-11,0.000698208
1310149,36416559,warfarin,calciphylaxis,adult_children_senior_youth,children,1.62E-11,0.000741828
1129625,36516867,diphenhydramine,muscle rigidity,adult_children_senior_youth,children,1.62E-11,0.000743342
742185,36919052,atomoxetine,mood swings,adult_children_senior_youth,children,1.63E-11,0.000749965
1321636,35708208,bosentan,vomiting,adult_children_senior_youth,children,1.67E-11,0.000766141
19003999,36009894,mycophenolate mofetil,chronic graft versus host disease,adult_children_senior_youth,children,1.67E-11,0.000767901
722031,35204963,paroxetine,supraventricular tachycardia,adult_children_senior_youth,children,1.68E-11,0.000772538
1149196,36254981,cetirizine,extra dose administered,adult_children_senior_youth,children,1.86E-11,0.000853029
961047,35708208,ranitidine,vomiting,adult_children_senior_youth,children,1.90E-11,0.000871394
1125315,35708563,acetaminophen,lip oedema,adult_children_senior_youth,children,1.92E-11,0.000881702
19018544,37622442,calcium,circulatory collapse,adult_children_senior,children,1.93E-11,0.000884998
19024728,37219907,decitabine,cough,adult_children_senior,children,1.93E-11,0.000888025
1310317,35809207,cyclophosphamide,mucosal inflammation,adult_children_senior_youth,children,1.99E-11,0.000915582
722031,36416527,paroxetine,failure to thrive,adult_children_senior,children,2.02E-11,0.000929491
1314002,35506636,atenolol,hypoglycaemia,adult_children_senior_youth,children,2.07E-11,0.00094961
964407,37320214,salicylic acid,rash macular,adult_children_senior_youth,children,2.08E-11,0.000956011
1501700,36718362,levothyroxine,myoclonus,adult_children_senior_youth,children,2.15E-11,0.000988387
1326303,42889647,digoxin,toxicity to various agents,adult_children_senior_youth,children_senior,2.03E-79,9.33E-72
780442,35708208,varenicline,vomiting,adult_children_senior_youth,children_senior,3.82E-58,1.75E-50
742185,35708156,atomoxetine,abdominal pain upper,adult_children_senior_youth,children_senior,2.21E-55,1.01E-47
705944,36416514,methylphenidate,decreased appetite,adult_children_senior_youth,children_senior,4.27E-50,1.96E-42
1717704,36718312,valacyclovir,altered state of consciousness,adult_children_senior_youth,children_senior,5.21E-49,2.39E-41
709567,36718555,lisdexamfetamine,insomnia,adult_children_senior_youth,children_senior,1.81E-44,8.32E-37
1177480,36009738,ibuprofen,drug hypersensitivity,adult_children_senior_youth,children_senior,1.23E-29,5.65E-22
1309068,37320311,minoxidil,hair disorder,adult_children_senior_youth,children_senior,2.90E-29,1.33E-21
1124957,35104883,oxycodone,neutropenia,adult_children_senior_youth,children_senior,7.59E-26,3.48E-18
907879,35809310,miconazole,drug interaction,adult_children_senior_youth,children_senior,7.47E-25,3.43E-17
1305058,36211491,methotrexate,accidental overdose,adult_children_senior_youth,children_senior,1.58E-24,7.25E-17
1000560,35104883,ondansetron,neutropenia,adult_children_senior_youth,children_senior,3.39E-23,1.56E-15
1557272,36211297,alendronate,fall,adult_children_senior_youth,children_senior,9.37E-22,4.30E-14
1717704,36718119,valacyclovir,encephalopathy,adult_children_senior_youth,children_senior,2.26E-20,1.04E-12
1710612,36312538,zidovudine,blood creatine phosphokinase increased,adult_children_senior_youth,children_senior,4.63E-17,2.12E-09
981774,37320158,adapalene,erythema,adult_children_senior_youth,children_senior,9.47E-16,4.34E-08
785788,35809084,olanzapine,feeling cold,adult_children_senior_youth,children_senior,3.72E-15,0.000000171
1312706,35104877,alemtuzumab,febrile neutropenia,adult_children_senior_youth,children_senior,3.46E-13,0.0000159
1124957,36313476,oxycodone,white blood cell count decreased,adult_children_senior_youth,children_senior,6.19E-13,0.0000284
1398937,35808822,clonidine,application site pruritus,adult_children_senior_youth,children_senior,1.39E-12,0.0000636
1177480,36110597,ibuprofen,pneumonia,adult_children_senior_youth,children_senior,3.40E-12,0.000156233
781039,35809104,alprazolam,gait disturbance,adult_children_senior_youth,children_senior,9.57E-12,0.000439107
1151789,35809005,etanercept,injection site pain,adult_children_senior_youth,children_youth,0,0
722424,36718112,interferon beta-1a,multiple sclerosis relapse,adult_children_senior_youth,children_youth,2.88E-261,1.32E-253
1154161,36918942,montelukast,depression,adult_children_senior_youth,children_youth,2.26E-203,1.04E-195
1154161,36918858,montelukast,anxiety,adult_children_senior_youth,children_youth,1.56E-177,7.18E-170
715233,36516868,baclofen,muscle spasticity,adult_children_senior_youth,children_youth,2.49E-142,1.14E-134
40241331,37622465,rivaroxaban,deep vein thrombosis,adult_children_senior_youth,children_youth,2.88E-123,1.32E-115
1112807,36009762,aspirin,angioedema,adult_children_senior_youth,children_youth,9.40E-122,4.31E-114
937368,35708063,infliximab,crohn's disease,adult_children_senior_youth,children_youth,1.28E-114,5.87E-107
1589505,35708202,levonorgestrel,nausea,adult_children_senior_youth,children_youth,6.03E-112,2.77E-104
1119119,35808976,adalimumab,injection site erythema,adult_children_senior_youth,children_youth,1.85E-101,8.51E-94
1124957,35204966,oxycodone,cardiac arrest,adult_children_senior_youth,children_youth,3.34E-92,1.53E-84
1502905,35506494,insulin glargine,diabetic ketoacidosis,adult_children_senior_youth,children_youth,1.16E-91,5.34E-84
1502905,35506636,insulin glargine,hypoglycaemia,adult_children_senior_youth,children_youth,3.93E-89,1.80E-81
1151789,43053808,etanercept,injection site bruising,adult_children_senior_youth,children_youth,8.79E-86,4.03E-78
1715117,35306246,aztreonam,cystic fibrosis,adult_children_senior_youth,children_youth,1.14E-83,5.26E-76
40241331,37622460,rivaroxaban,thrombosis,adult_children_senior_youth,children_youth,3.99E-81,1.83E-73
1589505,35708208,levonorgestrel,vomiting,adult_children_senior_youth,children_youth,4.00E-80,1.84E-72
1119119,35708063,adalimumab,crohn's disease,adult_children_senior_youth,children_youth,3.54E-78,1.63E-70
1395557,36009891,fludarabine,acute graft versus host disease,adult_children_senior_youth,children_youth,1.55E-77,7.13E-70
1584910,36718132,somatropin,headache,adult_children_senior_youth,children_youth,3.46E-77,1.59E-69
937368,35205038,infliximab,dyspnoea,adult_children_senior_youth,children_youth,1.20E-74,5.51E-67
937368,35809131,infliximab,general physical health deterioration,adult_children_senior_youth,children_youth,1.27E-74,5.82E-67
937368,35707866,infliximab,haematochezia,adult_children_senior_youth,children_youth,1.41E-74,6.45E-67
1124957,37219893,oxycodone,respiratory arrest,adult_children_senior_youth,children_youth,1.44E-74,6.62E-67
1715117,42889536,aztreonam,infective pulmonary exacerbation of cystic fibrosis,adult_children_senior_youth,children_youth,1.70E-73,7.80E-66
1125315,35909513,acetaminophen,acute hepatic failure,adult_children_senior_youth,children_youth,1.40E-72,6.45E-65
1124957,35204970,oxycodone,cardio-respiratory arrest,adult_children_senior_youth,children_youth,4.79E-67,2.20E-59
956874,35205240,furosemide,cardiac failure,adult_children_senior_youth,children_youth,2.50E-63,1.15E-55
1305058,42889647,methotrexate,toxicity to various agents,adult_children_senior_youth,children_youth,5.72E-60,2.63E-52
1119119,35708044,adalimumab,colitis ulcerative,adult_children_senior_youth,children_youth,3.15E-59,1.45E-51
1395557,36009895,fludarabine,graft versus host disease,adult_children_senior_youth,children_youth,1.74E-58,7.99E-51
1519936,35506577,etonogestrel,amenorrhoea,adult_children_youth,children_youth,5.22E-58,2.40E-50
1567198,35506494,insulin aspart,diabetic ketoacidosis,adult_children_senior_youth,children_youth,3.02E-57,1.39E-49
1367268,43053848,irinotecan,drug effect incomplete,adult_children_senior_youth,children_youth,6.85E-56,3.15E-48
1336539,36617495,sunitinib,renal cell carcinoma,adult_children_senior_youth,children_youth,1.91E-55,8.78E-48
950637,36009895,tacrolimus,graft versus host disease,adult_children_senior_youth,children_youth,2.34E-55,1.07E-47
1397141,35809120,bevacizumab,disease progression,adult_children_senior_youth,children_youth,1.05E-54,4.80E-47
1503297,35506636,metformin,hypoglycaemia,adult_children_senior_youth,children_youth,1.25E-54,5.76E-47
956874,37219868,furosemide,pulmonary hypertension,adult_children_senior_youth,children_youth,2.87E-52,1.32E-44
711584,36718526,levetiracetam,convulsion,adult_children_senior_youth,children_youth,3.21E-52,1.47E-44
1502905,36416482,insulin glargine,ketoacidosis,adult_children_senior_youth,children_youth,4.37E-51,2.01E-43
1124957,36211496,oxycodone,overdose,adult_children_senior_youth,children_youth,1.21E-50,5.57E-43
1310149,37219867,warfarin,pulmonary arterial hypertension,adult_children_senior_youth,children_youth,2.38E-50,1.09E-42
1310149,37219868,warfarin,pulmonary hypertension,adult_children_senior_youth,children_youth,2.75E-50,1.26E-42
1305058,36211181,methotrexate,neurotoxicity,adult_children_senior_youth,children_youth,7.75E-50,3.56E-42
1395557,36009894,fludarabine,chronic graft versus host disease,adult_children_senior_youth,children_youth,7.75E-49,3.56E-41
1151789,35708202,etanercept,nausea,adult_children_senior_youth,children_youth,3.43E-48,1.57E-40
954688,36315155,latanoprost,intraocular pressure increased,adult_children_senior_youth,children_youth,5.23E-48,2.40E-40
1395557,36009892,fludarabine,acute graft versus host disease in skin,adult_children_senior_youth,children_youth,7.61E-47,3.49E-39
931973,37522181,protease,hospitalisation,adult_children_senior_youth,children_youth,1.63E-46,7.47E-39
970250,35205240,spironolactone,cardiac failure,adult_children_senior_youth,children_youth,9.29E-46,4.26E-38
1351541,36718132,leuprolide,headache,adult_children_senior_youth,children_youth,1.86E-45,8.52E-38
769935,35708202,sodium oxybate,nausea,adult_children_senior_youth,children_youth,1.02E-44,4.68E-37
1305058,36110888,methotrexate,epstein-barr virus infection,adult_children_senior_youth,children_youth,3.94E-44,1.81E-36
1336539,35809120,sunitinib,disease progression,adult_children_senior_youth,children_youth,5.98E-44,2.75E-36
19011440,36110697,everolimus,nasopharyngitis,adult_children_senior_youth,children_youth,2.20E-43,1.01E-35
1124957,36211491,oxycodone,accidental overdose,adult_children_senior_youth,children_youth,6.68E-43,3.07E-35
715233,35809377,baclofen,withdrawal syndrome,adult_children_senior_youth,children_youth,1.95E-42,8.96E-35
931973,37219907,protease,cough,adult_children_senior_youth,children_youth,2.80E-42,1.29E-34
1309944,35204985,amiodarone,ventricular tachycardia,adult_children_senior_youth,children_youth,5.12E-42,2.35E-34
964407,37320109,salicylic acid,dry skin,adult_children_senior_youth,children_youth,5.81E-42,2.67E-34
902722,35306246,tobramycin,cystic fibrosis,adult_children_senior_youth,children_youth,7.17E-42,3.29E-34
1316262,35205240,sildenafil,cardiac failure,adult_children_senior_youth,children_youth,1.37E-41,6.28E-34
1305058,36313550,methotrexate,blood bilirubin increased,adult_children_senior_youth,children_youth,2.36E-41,1.08E-33
1112807,36009738,aspirin,drug hypersensitivity,adult_children_senior_youth,children_youth,1.59E-40,7.29E-33
19010482,36009895,cyclosporine,graft versus host disease,adult_children_senior_youth,children_youth,1.81E-40,8.32E-33
1326303,37219868,digoxin,pulmonary hypertension,adult_children_senior_youth,children_youth,1.35E-39,6.18E-32
1718517,36009762,acetylsalicylsalicylic acid,angioedema,adult_children_senior_youth,children_youth,3.49E-39,1.60E-31
19011440,36313985,everolimus,blood cholesterol increased,adult_children_senior_youth,children_youth,1.63E-37,7.50E-30
1125315,35909517,acetaminophen,hepatic encephalopathy,adult_children_senior_youth,children_youth,5.05E-37,2.32E-29
1305058,36919118,methotrexate,mental status changes,adult_children_senior_youth,children_youth,7.76E-37,3.56E-29
1308216,37080784,lisinopril,acute kidney injury,adult_children_senior_youth,children_youth,1.81E-36,8.29E-29
1125315,35909503,acetaminophen,liver injury,adult_children_senior_youth,children_youth,8.26E-36,3.79E-28
744740,36919230,zolpidem,completed suicide,adult_children_senior_youth,children_youth,1.02E-35,4.67E-28
1519936,37119548,etonogestrel,menorrhagia,adult_children_youth,children_youth,1.35E-35,6.18E-28
1305058,35707713,methotrexate,pancreatitis,adult_children_senior_youth,children_youth,1.95E-35,8.96E-28
1310317,35104236,cyclophosphamide,histiocytosis haematophagic,adult_children_senior_youth,children_youth,2.08E-35,9.56E-28
986417,36918858,polyethylene glycol 3350,anxiety,adult_children_senior_youth,children_youth,2.08E-35,9.57E-28
715233,36516863,baclofen,hypertonia,adult_children_senior_youth,children_youth,5.03E-35,2.31E-27
950637,35104177,tacrolimus,thrombotic microangiopathy,adult_children_senior_youth,children_youth,2.01E-34,9.23E-27
1333357,37622529,busulfan,hypertension,adult_children_senior_youth,children_youth,2.61E-34,1.20E-26
1305058,37080784,methotrexate,acute kidney injury,adult_children_senior_youth,children_youth,6.44E-34,2.96E-26
1154161,36919231,montelukast,intentional self-injury,adult_children_youth,children_youth,9.52E-34,4.37E-26
19011440,36776613,everolimus,seizure,adult_children_senior_youth,children_youth,9.57E-34,4.39E-26
1308290,35809207,vincristine,mucosal inflammation,adult_children_senior_youth,children_youth,9.62E-34,4.41E-26
1350504,35809207,etoposide,mucosal inflammation,adult_children_senior_youth,children_youth,1.50E-33,6.88E-26
1305058,35104691,methotrexate,thrombocytopenia,adult_children_senior_youth,children_youth,1.91E-33,8.78E-26
